qb307082014_I_scaffold_1602_331_1806_+	72df6517cc1c8b0728520431bc4ca2bb	492	MobiDBLite	mobidb-lite	consensus disorder prediction	106	183	-	T	04-04-2022	-	-
qb307082014_I_scaffold_1602_331_1806_+	72df6517cc1c8b0728520431bc4ca2bb	492	Pfam	PF03050	Transposase IS66 family	299	491	1.1E-36	T	04-04-2022	IPR004291	Transposase, IS66	-	-
qb307082014_I_scaffold_1602_331_1806_+	72df6517cc1c8b0728520431bc4ca2bb	492	Coils	Coil	Coil	412	439	-	T	04-04-2022	-	-
qb307082014_I_scaffold_1602_331_1806_+	72df6517cc1c8b0728520431bc4ca2bb	492	Coils	Coil	Coil	49	114	-	T	04-04-2022	-	-
qb307082014_I_scaffold_1602_331_1806_+	72df6517cc1c8b0728520431bc4ca2bb	492	PANTHER	PTHR33678	BLL1576 PROTEIN	298	491	1.7E-24	T	04-04-2022	-	-
qb307082014_I_scaffold_1602_331_1806_+	72df6517cc1c8b0728520431bc4ca2bb	492	MobiDBLite	mobidb-lite	consensus disorder prediction	120	159	-	T	04-04-2022	-	-
qb307082014_I_scaffold_259_270_1505_-	2c7e9df01f3e7b0b2fc9835f22135fe2	411	PANTHER	PTHR33258	TRANSPOSASE INSL FOR INSERTION SEQUENCE ELEMENT IS186A-RELATED	31	359	4.5E-40	T	04-04-2022	-	-
qb307082014_I_scaffold_259_270_1505_-	2c7e9df01f3e7b0b2fc9835f22135fe2	411	Pfam	PF14294	Domain of unknown function (DUF4372)	9	80	3.5E-23	T	04-04-2022	IPR025399	Domain of unknown function DUF4372	-	-
qb307082014_I_scaffold_259_270_1505_-	2c7e9df01f3e7b0b2fc9835f22135fe2	411	Pfam	PF01609	Transposase DDE domain	131	348	2.2E-28	T	04-04-2022	IPR002559	Transposase, IS4-like	GO:0003677|GO:0004803|GO:0006313	-
qb307082014_I_scaffold_259_270_1505_-	2c7e9df01f3e7b0b2fc9835f22135fe2	411	SUPERFAMILY	SSF53098	Ribonuclease H-like	131	363	1.9E-29	T	04-04-2022	IPR012337	Ribonuclease H-like superfamily	-	MetaCyc: PWY-5509|MetaCyc: PWY-6269|MetaCyc: PWY-6289|MetaCyc: PWY-6322|MetaCyc: PWY-6462|MetaCyc: PWY-6463|MetaCyc: PWY-6626|MetaCyc: PWY-6682|MetaCyc: PWY-6689|MetaCyc: PWY-6749|MetaCyc: PWY-6841|MetaCyc: PWY-6955|MetaCyc: PWY-6998|MetaCyc: PWY-7127|MetaCyc: PWY-7419|MetaCyc: PWY-7529|MetaCyc: PWY-7706|MetaCyc: PWY-7719|MetaCyc: PWY-7735|MetaCyc: PWY-7737|MetaCyc: PWY-7769|MetaCyc: PWY-7815|MetaCyc: PWY-7816|MetaCyc: PWY-7817|MetaCyc: PWY-7818|MetaCyc: PWY-7884|MetaCyc: PWY-7887|MetaCyc: PWY-7888|MetaCyc: PWY-7904|MetaCyc: PWY-7961|MetaCyc: PWY-7963|MetaCyc: PWY-7964|MetaCyc: PWY-7965|MetaCyc: PWY-7966|MetaCyc: PWY-7967|MetaCyc: PWY-7968|MetaCyc: PWY-7969|MetaCyc: PWY-7970|MetaCyc: PWY-7975|MetaCyc: PWY-8117|MetaCyc: PWY-8179|Reactome: R-BTA-6804115|Reactome: R-CEL-112382|Reactome: R-CEL-203927|Reactome: R-CEL-426486|Reactome: R-CEL-429947|Reactome: R-CEL-5578749|Reactome: R-CEL-5696400|Reactome: R-CEL-674695|Reactome: R-CEL-6782135|Reactome: R-CEL-6782210|Reactome: R-CEL-69091|Reactome: R-CEL-69166|Reactome: R-CEL-69183|Reactome: R-CEL-72163|Reactome: R-CEL-72165|Reactome: R-CEL-75955|Reactome: R-DDI-113501|Reactome: R-DDI-6782135|Reactome: R-DDI-6782210|Reactome: R-DDI-68952|Reactome: R-DDI-68962|Reactome: R-DDI-69091|Reactome: R-DDI-69166|Reactome: R-DDI-69183|Reactome: R-DDI-72163|Reactome: R-DDI-72165|Reactome: R-DME-110312|Reactome: R-DME-110314|Reactome: R-DME-112382|Reactome: R-DME-113501|Reactome: R-DME-203927|Reactome: R-DME-426486|Reactome: R-DME-426496|Reactome: R-DME-429947|Reactome: R-DME-5578749|Reactome: R-DME-5651801|Reactome: R-DME-5655862|Reactome: R-DME-5656121|Reactome: R-DME-5656169|Reactome: R-DME-5696400|Reactome: R-DME-674695|Reactome: R-DME-6782135|Reactome: R-DME-68952|Reactome: R-DME-68962|Reactome: R-DME-69091|Reactome: R-DME-69166|Reactome: R-DME-69183|Reactome: R-DME-75955|Reactome: R-DRE-429947|Reactome: R-DRE-450604|Reactome: R-DRE-674695|Reactome: R-DRE-6803529|Reactome: R-DRE-6804115|Reactome: R-DRE-75955|Reactome: R-GGA-429947|Reactome: R-GGA-6803529|Reactome: R-GGA-6804115|Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-112382|Reactome: R-HSA-113501|Reactome: R-HSA-162585|Reactome: R-HSA-162588|Reactome: R-HSA-162592|Reactome: R-HSA-162594|Reactome: R-HSA-164516|Reactome: R-HSA-164525|Reactome: R-HSA-164843|Reactome: R-HSA-173107|Reactome: R-HSA-174411|Reactome: R-HSA-174414|Reactome: R-HSA-174417|Reactome: R-HSA-174430|Reactome: R-HSA-174437|Reactome: R-HSA-175474|Reactome: R-HSA-175567|Reactome: R-HSA-177539|Reactome: R-HSA-180689|Reactome: R-HSA-180910|Reactome: R-HSA-1912408|Reactome: R-HSA-203927|Reactome: R-HSA-2559580|Reactome: R-HSA-2559585|Reactome: R-HSA-2564830|Reactome: R-HSA-3108214|Reactome: R-HSA-3248023|Reactome: R-HSA-3270619|Reactome: R-HSA-380994|Reactome: R-HSA-4086398|Reactome: R-HSA-426486|Reactome: R-HSA-426496|Reactome: R-HSA-429947|Reactome: R-HSA-450604|Reactome: R-HSA-4551638|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5578749|Reactome: R-HSA-5601884|Reactome: R-HSA-5628897|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685938|Reactome: R-HSA-5685939|Reactome: R-HSA-5685942|Reactome: R-HSA-5687128|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-674695|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6791226|Reactome: R-HSA-6802952|Reactome: R-HSA-6803529|Reactome: R-HSA-6804115|Reactome: R-HSA-6804756|Reactome: R-HSA-68952|Reactome: R-HSA-68962|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183|Reactome: R-HSA-69205|Reactome: R-HSA-69473|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-75955|Reactome: R-HSA-8853884|Reactome: R-HSA-8934593|Reactome: R-HSA-8936459|Reactome: R-HSA-8943723|Reactome: R-HSA-8948700|Reactome: R-HSA-8986944|Reactome: R-HSA-9018519|Reactome: R-HSA-9022692|Reactome: R-HSA-9029569|Reactome: R-HSA-909733|Reactome: R-HSA-9609690|Reactome: R-HSA-9610379|Reactome: R-MMU-110312|Reactome: R-MMU-110314|Reactome: R-MMU-112382|Reactome: R-MMU-113501|Reactome: R-MMU-174411|Reactome: R-MMU-174414|Reactome: R-MMU-174417|Reactome: R-MMU-174430|Reactome: R-MMU-174437|Reactome: R-MMU-203927|Reactome: R-MMU-426486|Reactome: R-MMU-426496|Reactome: R-MMU-429947|Reactome: R-MMU-450604|Reactome: R-MMU-5358565|Reactome: R-MMU-5358606|Reactome: R-MMU-5578749|Reactome: R-MMU-5651801|Reactome: R-MMU-5655862|Reactome: R-MMU-5656121|Reactome: R-MMU-5656169|Reactome: R-MMU-5685938|Reactome: R-MMU-5685939|Reactome: R-MMU-5685942|Reactome: R-MMU-5693568|Reactome: R-MMU-5693579|Reactome: R-MMU-5693607|Reactome: R-MMU-5693616|Reactome: R-MMU-5696397|Reactome: R-MMU-5696400|Reactome: R-MMU-674695|Reactome: R-MMU-6782135|Reactome: R-MMU-6782210|Reactome: R-MMU-6791226|Reactome: R-MMU-6803529|Reactome: R-MMU-6804115|Reactome: R-MMU-6804756|Reactome: R-MMU-68952|Reactome: R-MMU-68962|Reactome: R-MMU-69091|Reactome: R-MMU-69166|Reactome: R-MMU-69183|Reactome: R-MMU-69473|Reactome: R-MMU-72163|Reactome: R-MMU-72165|Reactome: R-MMU-75955|Reactome: R-RNO-110314|Reactome: R-RNO-174411|Reactome: R-RNO-174414|Reactome: R-RNO-174417|Reactome: R-RNO-174437|Reactome: R-RNO-203927|Reactome: R-RNO-426486|Reactome: R-RNO-426496|Reactome: R-RNO-429947|Reactome: R-RNO-5358565|Reactome: R-RNO-5358606|Reactome: R-RNO-5578749|Reactome: R-RNO-5651801|Reactome: R-RNO-5656169|Reactome: R-RNO-5685942|Reactome: R-RNO-5696397|Reactome: R-RNO-5696400|Reactome: R-RNO-6782135|Reactome: R-RNO-6782210|Reactome: R-RNO-6791226|Reactome: R-RNO-6803529|Reactome: R-RNO-69091|Reactome: R-RNO-69166|Reactome: R-RNO-69183|Reactome: R-SCE-110312|Reactome: R-SCE-113501|Reactome: R-SCE-674695|Reactome: R-SCE-6791226|Reactome: R-SCE-68952|Reactome: R-SCE-68962|Reactome: R-SCE-69091|Reactome: R-SCE-69166|Reactome: R-SCE-69183|Reactome: R-SCE-75955|Reactome: R-SPO-110312|Reactome: R-SPO-110314|Reactome: R-SPO-113501|Reactome: R-SPO-426486|Reactome: R-SPO-426496|Reactome: R-SPO-429947|Reactome: R-SPO-5578749|Reactome: R-SPO-5651801|Reactome: R-SPO-5655862|Reactome: R-SPO-5656121|Reactome: R-SPO-5656169|Reactome: R-SPO-5696397|Reactome: R-SPO-5696400|Reactome: R-SPO-674695|Reactome: R-SPO-6782135|Reactome: R-SPO-6782210|Reactome: R-SPO-6791226|Reactome: R-SPO-68952|Reactome: R-SPO-68962|Reactome: R-SPO-69091|Reactome: R-SPO-69166|Reactome: R-SPO-69183|Reactome: R-SPO-75955|Reactome: R-XTR-203927|Reactome: R-XTR-426486|Reactome: R-XTR-426496|Reactome: R-XTR-429947|Reactome: R-XTR-5578749|Reactome: R-XTR-6804115
qb307082014_I_scaffold_167_13684_14244_-	9fa79e4e9d3bb5218f8f413a9d82a98a	186	TIGRFAM	TIGR01766	tspaseT_teng_C: transposase, IS605 OrfB family	41	124	6.0E-17	T	04-04-2022	IPR010095	Transposase IS605, OrfB, C-terminal	-	-
qb307082014_I_scaffold_167_13684_14244_-	9fa79e4e9d3bb5218f8f413a9d82a98a	186	PANTHER	PTHR30405:SF17	NEUTRAL PROTEASE	5	163	9.3E-42	T	04-04-2022	-	-
qb307082014_I_scaffold_167_13684_14244_-	9fa79e4e9d3bb5218f8f413a9d82a98a	186	PANTHER	PTHR30405	TRANSPOSASE	5	163	9.3E-42	T	04-04-2022	-	-
qb307082014_I_scaffold_167_13684_14244_-	9fa79e4e9d3bb5218f8f413a9d82a98a	186	Pfam	PF07282	Putative transposase DNA-binding domain	97	162	7.6E-25	T	04-04-2022	IPR010095	Transposase IS605, OrfB, C-terminal	-	-
